"6659","3953","140"
"6660","3954","33"
"6663","3957","127"
"6664","3958","127"
"6665","3959","133"
"6666","3959","127"
"6667","3959","122"
"6668","3959","148"
"6669","3959","157"
"6670","3960","124"
"6671","3960","128"
"6672","3960","130"
"6673","3960","165"
"6674","3960","147"
"6675","3960","166"
"6676","3961","40"
"6677","3962","40"
"6678","3963","40"
"6679","3964","115"
"6680","3965","162"
"6681","3966","140"
"6682","3967","52"
"6684","3969","75"
"6685","3970","77"
"6686","3971","77"
"6687","3972","53"
"6689","3974","129"
"6690","3975","140"
"6691","3976","140"
"6692","3977","147"
"6693","3978","38"
"6694","3979","33"
"6695","3980","48"
"6696","3981","33"
"6697","3982","33"
"6698","3983","33"
"6699","3984","50"
"6700","3985","69"
"6701","3986","69"
"6702","3987","53"
"6703","3988","133"
"6704","3989","133"
"6705","3990","115"
"6706","3991","119"
"6707","3992","133"
"6708","3993","119"
"6709","3994","127"
"6710","3995","125"
"6711","3996","136"
"6712","3997","124"
"6713","3998","78"
"6714","3998","79"
"6715","3998","80"
"6716","3998","81"
"6717","3998","82"
"6718","3999","36"
"6719","3999","83"
"6720","3999","84"
"6721","3999","48"
"6722","3999","85"
"6723","4000","150"
"6724","4000","113"
"6725","4000","151"
"6726","4000","152"
"6727","4000","153"
"6728","4001","154"
"6729","4001","150"
"6730","4001","155"
"6731","4001","113"
"6732","4001","156"
"6733","4002","143"
"6734","4002","157"
"6735","4002","158"
"6736","4002","122"
"6737","4002","159"
"6738","4003","119"
"6739","4003","160"
"6740","4003","161"
"6741","4003","162"
"6742","4003","163"
"6743","4004","167"
"6744","4004","168"
"6745","4004","112"
"6746","4004","140"
"6747","4004","169"
"6748","4004","139"
"6749","4004","170"
"6750","4005","119"
"6751","4005","171"
"6752","4005","155"
"6753","4005","156"
"6754","4006","112"
"6755","4006","167"
"6756","4006","125"
"6757","4006","140"
"6758","4006","139"
"6759","4007","172"
"6760","4007","173"
"6761","4007","174"
"6762","4007","175"
"6763","4007","115"
"6764","4008","115"
"6765","4008","172"
"6766","4008","173"
"6767","4008","174"
"6768","4008","140"
"6769","4008","176"
"6770","4008","177"
"6771","4009","122"
"6772","4009","158"
"6773","4009","178"
"6774","4009","133"
"6775","4009","157"
"6776","4009","143"
"6777","4009","148"
"6778","4010","115"
"6779","4010","179"
"6780","4010","172"
"6781","4010","174"
"6782","4010","175"
"6783","4010","173"
"6784","4010","176"
"6785","4011","35"
"6786","4011","40"
"6787","4011","41"
"6788","4011","43"
"6789","4011","44"
"6790","4011","38"
"6791","4011","45"
"6792","4012","35"
"6793","4012","87"
"6794","4012","45"
"6795","4012","40"
"6796","4012","88"
"6797","4013","89"
"6798","4013","90"
"6799","4013","91"
"6800","4013","92"
"6801","4014","87"
"6802","4014","42"
"6803","4014","35"
"6804","4014","45"
"6805","4014","93"
"6806","4014","40"
"6807","4015","51"
"6808","4015","40"
"6809","4015","45"
"6810","4015","87"
"6811","4016","40"
"6812","4017","53"
"6814","4019","111"
"6815","4020","126"
"6816","4021","40"
"6817","4022","69"
"6818","4023","40"
"6819","4024","69"
"6820","4025","69"
"6821","4026","69"
"6822","4027","69"
"6823","4028","69"
"6824","4029","40"
"6825","4030","69"
"6826","4031","69"
"6827","4032","69"
"6829","4034","115"
"6830","4035","115"
"6831","4036","115"
"6832","4037","115"
"6833","4038","115"
"6834","4039","136"
"6835","4040","137"
"6836","4041","124"
"6838","4043","75"
"6839","4044","69"
"6840","4045","76"
"6841","4046","69"
"6844","4049","69"
"6845","4050","141"
"6847","4052","142"
"6848","4053","143"
"6849","4054","144"
"6850","4055","136"
"6851","4056","145"
"6852","4057","111"
"6853","4058","126"
"6854","4059","125"
"6855","4060","72"
"6856","4061","49"
"6857","4062","74"
"6858","4063","52"
"6859","4064","52"
"6860","4065","52"
"6861","4066","52"
"6862","4067","148"
"6863","4068","140"
"6864","4069","139"
"6865","4070","140"
"6866","4071","140"
"6867","4072","140"
"6868","4073","149"
"6869","4074","149"
"6871","4076","53"
"6872","4077","125"
"6873","4078","37"
"6874","4079","86"
"6875","4080","72"
"6876","4081","72"
"6877","4082","40"
"6878","4083","40"
"6879","4084","164"
"6880","4085","115"
"6881","4086","115"
"6882","4087","115"
"6883","4088","140"
"6884","4089","125"
"6885","4090","125"
"6886","4091","38"
"6887","4092","33"
"6888","4093","39"
"6889","4094","33"
"6890","4095","33"
"6892","4097","69"
"6893","4098","52"
"6894","4099","52"
"6896","4101","115"
"6897","4102","112"
"6898","4103","115"
"6899","4104","115"
"6900","4105","115"
"6901","4106","135"
"6902","4107","135"
"6903","4108","123"
"6904","4109","123"
"6905","4110","124"
"6906","4111","53"
"6910","4114","56"
"6913","4116","110"
"6914","4117","110"
"6915","4118","110"
"6916","4119","110"
"6917","4120","110"
"6918","4121","110"
"6919","4122","56"
"6920","4123","56"
"6924","4124","196"
"6925","4124","197"
"6926","4124","198"
"6927","4125","48"
"6928","4125","199"
"6929","4125","200"
"6930","4126","45"
"6931","4126","40"
"6932","4126","43"
"6933","4126","56"
"6934","4127","56"
"6935","4128","48"
"6936","4129","48"
"6937","4130","56"
"6938","4131","56"
"6940","4133","40"
"6941","4134","40"
"6942","4135","48"
"6943","4136","48"
"6949","4142","48"
"6951","4144","46"
"6952","4145","56"
"6953","4146","48"
"6954","4147","56"
"6955","4148","46"
"6956","4149","202"
"6957","4150","48"
"6958","4151","84"
"6959","4152","56"
"6960","4153","40"
"6961","4154","56"
"6963","4156","196"
"6964","4157","203"
"6965","4158","196"
"6966","4159","56"
"6967","4160","56"
"6975","4168","56"
"6976","4169","56"
"6977","4170","56"
"6978","4171","56"
"6980","4173","56"
"6981","4174","40"
"6982","4175","40"
"6985","4178","48"
"6986","4179","40"
"6987","4180","126"
"6988","4181","126"
"6990","4182","56"
"6993","4185","48"
"6996","4188","48"
"6997","4189","56"
"6998","4190","48"
"6999","4191","48"
"7007","4194","80"
"7008","4194","204"
"7009","4194","205"
"7010","4194","206"
"7011","4194","106"
"7014","4197","48"
"7018","4201","48"
"7019","4202","196"
"7020","4202","207"
"7021","4202","208"
"7022","4203","48"
"7023","4204","40"
"7025","4206","208"
"7026","4207","48"
"7028","4209","46"
"7029","4210","56"
"7030","4211","40"
"7031","4212","40"
"7033","4214","209"
"7035","4215","203"
"7036","4216","48"
"7041","4221","125"
"7042","4222","125"
"7043","4223","125"
"7045","4225","125"
"7046","4226","125"
"7047","4227","125"
"7050","4230","48"
"7054","4234","48"
"7055","4235","48"
"7057","4237","56"
"7058","4238","212"
"7059","4239","56"
"7060","4240","40"
"7061","4241","40"
"7062","4242","40"
"7063","4243","40"
"7064","4244","40"
"7065","4245","40"
"7069","4249","45"
"7070","4249","40"
"7071","4249","56"
"7072","4249","212"
"7075","4252","40"
"7080","4257","48"
"7083","4260","40"
"7084","4261","208"
"7085","4262","48"
"7086","4263","48"
"7087","4264","214"
"7088","4265","125"
"7089","4266","119"
"7091","4268","125"
"7092","4267","125"
"7093","4269","125"
"7094","4270","124"
"7095","4271","48"
"7096","4272","46"
"7097","4273","46"
"7098","4274","51"
"7099","4275","40"
"7100","4276","40"
"7101","4277","48"
"7102","4278","48"
"7103","4279","45"
"7104","4279","56"
"7105","4279","215"
"7106","4279","40"
"7107","4096","52"
"7109","3968","75"
"7110","4281","40"
"7111","4282","48"
"7112","4283","48"
"7113","4284","48"
"7114","4285","48"
"7115","4286","48"
"7116","4287","48"
"7117","4288","125"
"7118","4289","212"
"7119","4290","196"
"7120","4290","208"
"7121","4290","207"
"7122","4290","211"
"7123","4291","196"
"7124","4291","208"
"7125","4291","211"
"7126","4292","48"
"7127","4293","213"
"7128","4294","203"
"7130","4280","208"
"7131","4296","212"
"7133","4298","40"
"7134","4299","40"
"7136","4301","56"
"7137","4302","40"
"7138","4303","196"
"7139","4303","208"
"7140","4303","211"
"7141","4303","207"
"7144","4306","48"
"7145","4307","212"
"7146","4308","56"
"7147","4309","40"
"7148","4310","40"
"7149","4311","48"
"7150","4312","212"
"7152","4314","48"
"7155","4317","125"
"7156","4313","125"
"7157","4318","124"
"7159","4320","46"
"7160","4320","216"
"7161","4320","215"
"7162","4320","212"
"7164","4322","48"
"7165","4323","48"
"7166","4324","48"
"7168","4326","48"
"7169","4327","48"
"7170","4328","48"
"7172","4329","125"
"7176","4333","214"
"7177","4334","48"
"7180","4337","214"
"7181","4338","125"
"7182","4339","48"
"7183","4340","48"
"7184","4341","48"
"7185","4342","203"
"7186","4343","210"
"7187","4344","210"
"7189","4346","48"
"7190","4347","48"
"7192","4349","48"
"7193","4350","125"
"7194","4472","133"
"7195","4473","133"
"7196","4475","48"
"7198","4483","48"
"7199","4484","125"
"7201","4505","214"
"7203","4507","48"
"7204","4508","48"
"7209","4513","125"
"7210","4514","212"
"7211","4509","214"
"7212","4515","203"
"7213","4516","214"
"7214","4517","210"
"7216","4519","48"
"7217","4520","48"
"7218","4521","56"
"7219","4522","56"
"7220","4523","56"
"7221","4524","125"
"7222","4525","218"
"7223","4526","48"
"7224","4527","196"
"7228","4172","56"
"7229","4530","126"
"7232","4533","125"
"7233","4534","45"
"7234","4534","56"
"7235","4534","53"
"7236","4534","40"
"7237","4535","210"
"7239","4537","214"
"7240","4538","214"
"7242","4540","214"
"7243","4541","125"
"7247","4542","219"
"7249","4546","214"
"7250","3771","60"
"7251","4196","56"
"7273","4047","52"
"7274","4192","56"
"7275","4195","56"
"7276","4048","69"
"7277","4547","56"
"7278","4529","196"
"7279","4518","196"
"7280","4512","196"
"7281","4336","196"
"7282","4166","48"
"7284","4233","48"
"7285","4348","196"
"7286","4548","196"
"7288","4550","219"
"7289","4551","125"
"7290","4552","214"
"7291","4553","196"
"7292","4554","196"
"7293","4555","219"
"7294","4556","210"
"7295","4557","214"
"7296","4558","214"
"7297","4559","125"
"7298","4560","217"
"7299","4561","214"
"7300","4562","56"
"7301","4563","213"
"7302","4100","71"
"7304","3914","119"
"7305","4511","214"
"7306","4564","196"
"7307","4565","196"
"7308","4566","219"
"7309","4567","213"
"7310","4568","213"
"7311","4569","196"
"7312","4570","196"
"7316","4504","214"
"7322","4506","214"
"7323","4335","214"
"7324","3973","146"
"7325","4576","213"
"7326","4345","214"
"7327","4217","210"
"7328","4332","214"
"7329","4577","196"
"7330","4578","196"
"7331","4579","213"
"7332","4580","210"
"7333","4581","219"
"7334","4582","213"
"7335","4583","213"
"7336","4143","48"
"7337","4033","115"
"7338","4510","217"
"7339","4584","214"
"7340","4585","220"
"7341","4586","213"
"7342","4587","196"
"7344","4213","48"
"7345","4199","48"
"7346","4187","48"
"7347","4186","48"
"7348","3904","69"
"7349","4589","48"
"7351","4590","48"
"7352","4591","48"
"7353","4592","72"
"7354","4593","46"
"7355","4594","196"
"7356","4595","196"
"7357","4596","46"
"7358","4597","48"
"7359","4598","48"
"7360","4599","40"
"7361","4600","48"
"7362","4602","219"
"7363","4603","48"
"7364","4604","48"
"7365","4605","48"
"7366","4606","56"
"7367","4609","56"
"7368","4611","56"
"7369","4612","212"
"7370","4613","212"
"7371","4614","56"
"7372","4616","40"
"7373","4618","40"
"7374","4619","40"
"7375","4620","56"
"7376","4621","40"
"7377","4623","40"
"7378","4624","40"
"7379","4625","56"
"7380","4626","214"
"7381","4627","214"
"7382","4628","214"
"7384","4632","115"
"7385","4633","115"
"7386","4634","221"
"7388","4640","125"
"7389","4644","127"
"7390","4646","125"
"7391","4650","124"
"7392","4651","124"
"7393","4654","125"
"7395","4655","124"
"7396","4549","214"
"7397","4051","139"
"7398","4657","110"
"7399","4658","214"
"7400","4659","214"
"7401","4660","214"
"7402","4661","213"
"7403","4662","214"
"7404","4663","214"
"7406","4665","214"
"7407","4666","214"
"7408","4667","214"
"7410","4669","196"
"7411","4670","196"
"7412","4664","213"
"7413","4629","214"
"7414","4671","213"
"7415","4672","213"
"7416","4673","214"
"7417","4674","214"
"7418","4675","196"
"7419","4676","213"
"7420","4677","196"
"7421","4678","213"
"7422","4679","196"
"7423","4680","196"
"7424","4681","213"
"7425","4682","213"
"7426","4683","213"
"7428","4684","214"
"7429","4685","196"
"7430","4686","214"
"7431","4687","213"
"7432","4688","196"
"7433","4689","214"
"7434","4690","214"
"7435","4691","213"
"7436","4692","213"
"7437","4693","196"
"7438","4694","214"
"7439","4695","213"
"7440","4696","196"
"7441","4697","213"
"7442","4698","222"
"7443","4699","214"
"7444","4700","214"
"7445","4701","213"
"7446","4702","213"
"7447","4703","214"
"7448","4704","214"
"7449","4705","213"
"7450","4706","213"
"7451","4707","214"
"7452","4708","223"
"7453","4709","124"
"7454","4710","224"
"7456","4712","214"
"7457","4713","213"
"7458","4714","213"
"7459","4715","214"
"7460","4716","214"
"7462","4718","213"
"7463","4711","225"
"7464","4719","225"
"7465","4720","213"
"7466","4721","217"
"7467","4722","213"
"7469","4724","225"
"7470","4725","213"
"7471","4726","201"
"7472","4727","213"
"7473","4728","213"
"7474","4729","225"
"7475","4730","213"
"7476","4731","225"
"7478","4732","225"
"7479","4733","225"
"7480","4734","213"
"7481","4735","213"
"7482","4736","222"
"7483","4736","226"
"7484","4736","227"
"7485","4736","228"
"7486","4736","229"
"7487","4737","56"
"7488","4738","217"
"7489","4739","213"
"7491","4741","213"
"7492","4742","213"
"7493","4743","213"
"7494","4744","213"
"7496","4746","213"
"7497","4745","213"
"7499","4740","213"
"7502","4747","213"
"7505","4748","213"
"7506","4749","213"
"7508","4750","213"
"7510","4751","213"
"7512","4752","224"
"7514","4753","217"
"7516","4754","213"
"7517","4755","224"
"7518","4756","213"
"7519","4757","213"
"7520","4758","224"
"7521","4759","222"
"7522","4760","213"
"7523","4761","213"
"7524","4762","217"
"7525","4763","213"
"7526","4764","213"
"7527","4765","213"
"7529","4766","217"
"7531","4768","213"
"7532","4769","224"
"7535","4772","213"
"7537","4774","213"
"7539","4775","213"
"7540","4770","224"
"7542","4771","224"
"7543","4773","213"
"7544","4767","213"
"7545","4776","224"
"7546","4777","213"
"7547","4778","213"
"7548","4779","213"
"7549","4780","217"
"7550","4781","213"
"7551","4782","224"
